product_id,name,price,brand_fid,category_fid,sub_cat_fid,stock,description,features,image,tags,timestamp
112,Kavach Advanced Waterproof Boots,45500,31,4,9,46,Advanced boots & shoes incorporating Composite and Anti-Fog for superior Competition-Spec. Trusted by riders worldwide.,Back protector compatible! Adjustable fit system! Waterproof membrane! Multiple pockets! Ventilation zippers! Wind-resistant construction,kavach_advanced_waterproof_boots.jpg,"boots-&-shoes, kavach, weather-protection, waterproof",25-01-09 19:26:42
113,Brembo Advanced Edition Handle Grips,21500,11,5,21,4,Quality handle grips built with Aramid for reliable Aerodynamic. Built to exceed industry standards.,Optimized flow dynamics! Quality construction! Direct bolt-on installation! Advanced materials! Computer-aided design,brembo_advanced_edition_handle_grips.jpg,"brembo, handle-grips",24-11-30 13:59:49
114,Rynox Street Summer Gloves,22000,29,4,10,71,Entry-level gloves providing reliable Aerodynamic. Engineered for the modern rider.,Back protector compatible! Ergonomic design! Thermal insulation! Quick-dry technology! All-weather performance,rynox_street_summer_gloves.jpg,"street, commuter, gloves, daily, rynox",25-01-23 05:44:44
115,ProTaper Standard Collection Suspension,63000,16,5,16,86,Premium suspension designed for enthusiasts with superior comfort. Built to exceed industry standards.,Enhanced power output! High-temperature stability! Multi-bike compatibility! Performance-oriented,protaper_standard_collection_suspension.jpg,"suspension, protaper",25-03-01 15:30:42
116,Kavach Advanced Leather Gloves,17500,31,4,10,98,Versatile gloves combining Moisture-Wicking with Quick Release. Engineered for the modern rider.,Impact-resistant panels! Temperature regulation! All-weather performance! Packable design! Waterproof membrane,kavach_advanced_leather_gloves.jpg,"leather, gloves, kavach, premium, durable",25-06-25 02:43:57
117,TR Tiger Force D3O Series Jacket,78500,32,4,2,96,Basic jackets designed for enthusiasts with enhanced performance. Where innovation meets performance.,Abrasion-resistant materials! Ergonomic design! Waterproof membrane! Reflective elements! Adjustable fit system! Thermal insulation,tr_tiger_force_d3o_series_jacket.jpg,"jackets, tr tiger",24-10-20 14:51:43
118,Motowolf Racer Waterproof Jacket,65000,33,4,2,4,Advanced jackets incorporating Carbon Fiber and SNELL for superior Professional. Engineered for the modern rider.,Impact-resistant panels! Adjustable fit system! Ventilation zippers! Quick-dry technology! Thermal insulation,motowolf_racer_waterproof_jacket.jpg,"weather-protection, jackets, waterproof, motowolf",25-04-24 20:27:49
119,ProTaper Premium Collection Brakes,76500,16,5,13,4,Engineered with precision using Kevlar for uncompromising Track-Proven. Built to exceed industry standards.,Optimized flow dynamics! Long service life! Direct bolt-on installation! Computer-aided design! Universal fitment,protaper_premium_collection_brakes.jpg,"protaper, brakes",24-11-13 02:09:45
120,K-Tech Street Plus,19500,25,5,18,33,Basic tyres designed for enthusiasts with superior comfort. Built to exceed industry standards.,Precision engineering! High-temperature stability! OEM replacement! Computer-aided design! Reduced weight,k-tech_street_plus.jpg,"street, technology, tyres, commuter, daily, safety, advanced, k-tech",25-01-20 06:19:56
121,Airoh Evolution Elite,53000,6,2,5,50,Engineered with precision using Thermoplastic for uncompromising Professional. Built to exceed industry standards.,Impact-resistant shell! Hypoallergenic liner! Aerodynamic design! Anti-scratch coating! UV protection,airoh_evolution_elite.jpg,"airoh, motocross",25-02-13 23:28:59
122,Kadoya Sport Footwear,40500,20,4,9,2,Dependable boots & shoes engineered for enthusiasts applications. Setting new standards in motorcycle gear.,Back protector compatible! Temperature regulation! Ventilation zippers! Quick-dry technology,kadoya_sport_footwear.jpg,"performance, sport, kadoya, boots-&-shoes, racing",25-06-02 17:50:18
123,Bell Phoenix Precision Collection,50500,15,2,1,68,Basic full face designed for daily commuters with enhanced performance. Setting new standards in motorcycle gear.,ECE 22.06 approved! Comfortable padding! Aerodynamic design! Advanced composite shell! Adjustable ventilation,bell_phoenix_precision_collection.jpg,"bell, full-face",25-02-22 03:58:42
124,Bell Competition Carbon,82000,15,2,5,2,Advanced motocross incorporating Aramid and DOT for superior Professional. Engineered for the modern rider.,Impact-resistant shell! Adjustable ventilation! Lightweight construction! UV protection! Comfortable padding! Anti-fog visor system,bell_competition_carbon.jpg,"carbon-fiber, motocross, lightweight, premium, bell",24-11-26 16:50:05
125,Rynox Touring Summer Gloves,10000,29,4,10,1,Entry-level gloves providing reliable High-Performance. Where innovation meets performance.,CE Level 2 armor! Moisture-wicking lining! All-weather performance! Easy-care materials! Back protector compatible! Multiple pockets,rynox_touring_summer_gloves.jpg,"gloves, touring, long-distance, rynox, comfort",25-03-01 01:26:14
126,TR Tiger Racing Leather Jacket,39500,32,4,2,62,Engineered with precision using Titanium for uncompromising Professional. Setting new standards in motorcycle gear.,Reinforced stress points! Ergonomic design! All-weather performance! Packable design! Reflective elements! Thermal insulation,tr_tiger_racing_leather_jacket.jpg,"tr tiger, leather, jackets, performance, premium, sport, durable, racing",24-11-20 01:26:53
127,Kavach Advanced Collection Trousers,9000,31,4,8,94,Quality trousers built with Aluminum for reliable Racing-Grade. Trusted by riders worldwide.,Impact-resistant panels! Ergonomic design! Waterproof membrane! Reflective elements,kavach_advanced_collection_trousers.jpg,"kavach, trousers",25-03-08 06:25:14
128,Axor Trail EVO,94000,4,2,5,95,Basic motocross designed for daily commuters with superior comfort. Built to exceed industry standards.,Multi-density EPS liner! Hypoallergenic liner! Lightweight construction! Advanced composite shell! Racing-inspired fit! Emergency cheek pad removal,axor_trail_evo.jpg,"axor, motocross",24-12-28 10:36:33
129,Shark MX RS,54000,17,2,5,68,Entry-level motocross providing reliable Racing-Grade. Trusted by riders worldwide.,Emergency cheek pad removal! Comfortable padding! Quick-release visor! Anti-scratch coating! UV protection,shark_mx_rs.jpg,"shark, motocross",25-07-23 05:33:31
130,Kavach Sport Kevlar Jacket,67500,31,4,2,69,Quality jackets built with ABS for reliable Competition-Spec. Engineered for the modern rider.,Back protector compatible! Moisture-wicking lining! All-weather performance! Quick-dry technology! Impact-resistant panels! Breathable panels! Reflective elements! Wind-resistant construction,kavach_sport_kevlar_jacket.jpg,"kavach, jackets, performance, sport, racing",25-03-19 19:12:55
131,Dainese Advanced Edition Goggles,24000,30,4,11,1,Well-crafted goggles featuring superior comfort and Moisture-Wicking. Where innovation meets performance.,Back protector compatible! Moisture-wicking lining! All-weather performance! Quick-dry technology,dainese_advanced_edition_goggles.jpg,"dainese, goggles",25-01-18 22:55:05
132,LS2 Adventure Supreme Advanced,70000,3,2,1,80,Versatile full face combining Hypoallergenic with Anti-Fog. Built to exceed industry standards.,ECE 22.06 approved! Anti-fog visor system! Lightweight construction! Advanced composite shell! Multi-density EPS liner! Comfortable padding,ls2_adventure_supreme_advanced.jpg,"ls2, touring, long-distance, full-face, comfort",25-08-03 03:01:09
133,Rynox Sport Perforated Jacket,57000,29,4,2,1,Versatile jackets combining Ventilated with DOT. Where innovation meets performance.,Reinforced stress points! Temperature regulation! Ventilation zippers! Reflective elements! Impact-resistant panels! Back protector compatible! Quick-dry technology,rynox_sport_perforated_jacket.jpg,"jackets, performance, rynox, sport, racing",25-06-18 14:32:32
134,TR Tiger Racing Kevlar Premium Jacket,96500,32,4,2,87,Advanced jackets incorporating Composite and Tech-Air for superior Competition-Spec. Setting new standards in motorcycle gear.,CE Level 2 armor! Ergonomic design! Waterproof membrane! Reflective elements! Adjustable fit system! Abrasion-resistant materials! Ventilation zippers,tr_tiger_racing_kevlar_premium_jacket.jpg,"tr tiger, jackets, performance, sport, racing",25-04-17 10:43:06
135,LS2 PISTA-Pro Track,57000,3,2,1,64,Advanced full face incorporating Titanium and DOT for superior Track-Proven. Built to exceed industry standards.,Impact-resistant shell! Anti-fog visor system! Racing-inspired fit! Bluetooth compatible! UV protection! Adjustable ventilation,ls2_pista-pro_track.jpg,"ls2, performance, sport, full-face, racing",24-11-04 17:17:48
136,Bell Blade-Vortex Gloss,47000,15,2,1,0,Budget-friendly full face with Ergonomic design. Engineered for the modern rider.,Multi-density EPS liner! Hypoallergenic liner! Quick-release visor! Advanced composite shell! UV protection! Comfortable padding,bell_blade-vortex_gloss.jpg,"bell, full-face",25-06-02 11:45:49
137,AGV Advanced Version Modular,24000,1,2,20,0,Versatile modular combining Ventilated with SNELL. Built to exceed industry standards.,Multi-density EPS liner! Adjustable ventilation! Quick-release visor! Pinlock ready! Wind tunnel tested! Impact-resistant shell,agv_advanced_version_modular.jpg,"modular, agv",24-11-19 05:48:08
138,Rynox Touring Winter Gloves,12000,29,4,10,7,Budget-friendly gloves with Breathable design. Trusted by riders worldwide.,Impact-resistant panels! Temperature regulation! All-weather performance! Easy-care materials,rynox_touring_winter_gloves.jpg,"gloves, touring, long-distance, rynox, comfort",24-11-08 01:17:30
139,Airoh Storm-Titan Track,70000,6,2,1,20,Affordable full face offering essential Competition-Spec features. Where innovation meets performance.,Emergency cheek pad removal! Moisture-wicking interior! Wind tunnel tested! Pinlock ready! Comfortable padding,airoh_storm-titan_track.jpg,"performance, sport, full-face, airoh, racing",24-09-08 00:02:12
140,ProTaper Oils & Lubricants Advanced,7500,16,5,15,18,Professional-grade oils & lubricants featuring Emergency Release and Temperature-Regulated. Built to exceed industry standards.,Optimized flow dynamics! High-temperature stability! Multi-bike compatibility! Precision manufacturing,protaper_oils__lubricants_advanced.jpg,"oils-&-lubricants, protaper",25-07-27 13:33:41
141,ScorpionEXO Pro Version Modular,30000,34,2,20,76,Professional-grade modular featuring CE Level 2 and Ventilated. Where innovation meets performance.,DOT certified construction! Hypoallergenic liner! Racing-inspired fit! Bluetooth compatible,scorpionexo_pro_version_modular.jpg,"scorpionexo, modular",24-10-18 03:19:59
142,Axor Dirt Advanced,29000,4,2,5,14,Dependable motocross engineered for professional riders applications. Trusted by riders worldwide.,Impact-resistant shell! Adjustable ventilation! Aerodynamic design! Bluetooth compatible! DOT certified construction! Quick-release visor,axor_dirt_advanced.jpg,"axor, motocross",25-01-24 08:32:57
143,Kadoya Advanced Edition Goggles,45500,20,4,11,47,Quality goggles built with Aramid for reliable Professional. Engineered for the modern rider.,Reinforced stress points! Temperature regulation! Waterproof membrane! Quick-dry technology! All-weather performance! Abrasion-resistant materials,kadoya_advanced_edition_goggles.jpg,"kadoya, goggles",25-03-13 13:19:12
144,HJC Corsair-Phoenix Anniversary,21000,5,2,1,91,Affordable full face offering essential Racing-Grade features. Engineered for the modern rider.,ECE 22.06 approved! Anti-fog visor system! Quick-release visor! UV protection! Aerodynamic design,hjc_corsair-phoenix_anniversary.jpg,"full-face, hjc",24-11-04 13:28:09
145,Liqui Molly Sport Advanced,45500,19,5,18,5,Dependable tyres engineered for professional riders applications. Where innovation meets performance.,Reduced weight! Corrosion-resistant finish! Direct bolt-on installation! Performance-oriented! OEM replacement,liqui_molly_sport_advanced.jpg,"liqui molly, tyres, performance, sport, racing",24-10-20 04:13:36
146,Dainese Street CE Boots,27000,30,4,9,78,Budget-friendly boots & shoes with Ergonomic design. Where innovation meets performance.,Abrasion-resistant materials! Adjustable fit system! Thermal insulation! Multiple pockets,dainese_street_ce_boots.jpg,"street, commuter, daily, boots-&-shoes, dainese",25-03-31 10:58:25
147,ScorpionEXO RF Vortex Racing,79000,34,2,1,33,Professional-grade full face featuring ECE and Breathable. Trusted by riders worldwide.,Impact-resistant shell! Moisture-wicking interior! Aerodynamic design! Anti-scratch coating! Quick-release visor! Pinlock ready! Advanced composite shell! Racing-inspired fit,scorpionexo_rf_vortex_racing.jpg,"performance, sport, full-face, scorpionexo, racing",25-05-06 01:56:12
148,Arai Quantum Phoenix Special,60000,9,2,1,70,Affordable full face offering essential Professional features. Where innovation meets performance.,ECE 22.06 approved! Moisture-wicking interior! Aerodynamic design! UV protection! Impact-resistant shell! Lightweight construction! Anti-scratch coating,arai_quantum_phoenix_special.jpg,"arai, full-face",25-02-23 11:03:11
149,Motowolf Racing Pro Boots,17000,33,4,9,0,Premium boots & shoes designed for daily commuters with maximum protection. Engineered for the modern rider.,CE Level 2 armor! Adjustable fit system! Wind-resistant construction! Packable design,motowolf_racing_pro_boots.jpg,"performance, sport, boots-&-shoes, racing, motowolf",25-06-07 18:19:03
150,MT Helmets MX Advanced,56500,22,2,5,1,Versatile motocross combining Breathable with Pinlock. Where innovation meets performance.,DOT certified construction! Hypoallergenic liner! Aerodynamic design! Bluetooth compatible! Moisture-wicking interior! Advanced composite shell,mt_helmets_mx_advanced.jpg,"motocross, mt helmets",24-10-07 04:26:05
151,TR Tiger Classic Collection Goggles,43000,32,4,11,45,Budget-friendly goggles with Anti-Bacterial design. Built to exceed industry standards.,Reinforced stress points! Temperature regulation! Thermal insulation! Easy-care materials! Impact-resistant panels! Wind-resistant construction,tr_tiger_classic_collection_goggles.jpg,"goggles, tr tiger",25-01-19 01:29:56
152,Airoh RF-Elite Anniversary,67000,6,2,1,62,Professional-grade full face featuring Bluetooth Ready and Waterproof. Built to exceed industry standards.,ECE 22.06 approved! Moisture-wicking interior! Racing-inspired fit! Bluetooth compatible! Adjustable ventilation,airoh_rf-elite_anniversary.jpg,"airoh, full-face",25-02-10 19:28:31
153,Motowolf Standard Version Trousers,32000,33,4,8,5,Entry-level trousers providing reliable Aerodynamic. Built to exceed industry standards.,Back protector compatible! Temperature regulation! Thermal insulation! Easy-care materials! Packable design,motowolf_standard_version_trousers.jpg,"motowolf, trousers",25-04-02 17:52:36
154,Rizoma Elite Collection Suspension,16000,23,5,16,49,Premium suspension designed for professional riders with reliable operation. Setting new standards in motorcycle gear.,Optimized flow dynamics! Corrosion-resistant finish! Direct bolt-on installation! Quality-tested components,rizoma_elite_collection_suspension.jpg,"suspension, rizoma",25-07-15 10:12:31
155,Dainese Elite Tech-Air Edition Jacket,224000,30,4,2,4,Premium jackets designed for enthusiasts with superior comfort. Setting new standards in motorcycle gear.,Impact-resistant panels! Temperature regulation! Waterproof membrane! Quick-dry technology! Adjustable fit system! All-weather performance! Packable design,dainese_elite_tech-air_edition_jacket.jpg,"technology, jackets, safety, advanced, dainese",24-10-27 22:30:01
156,Bell Aviator Lite,62000,15,2,5,71,Budget-friendly motocross with Ergonomic design. Where innovation meets performance.,Impact-resistant shell! Moisture-wicking interior! Racing-inspired fit! Pinlock ready! ECE 22.06 approved! Anti-fog visor system,bell_aviator_lite.jpg,"bell, motocross",24-09-26 07:24:32
157,Dainese Racer Ventilated Jacket,25500,30,4,2,0,Entry-level jackets providing reliable Competition-Spec. Trusted by riders worldwide.,CE Level 2 armor! Adjustable fit system! Ventilation zippers! Reflective elements! All-weather performance! Packable design! Abrasion-resistant materials,dainese_racer_ventilated_jacket.jpg,"jackets, dainese",24-10-21 05:46:13
158,MT Helmets Street Chrome,10000,22,2,4,43,Affordable half helmet offering essential Street-Legal features. Setting new standards in motorcycle gear.,Impact-resistant shell! Moisture-wicking interior! Racing-inspired fit! Advanced composite shell,mt_helmets_street_chrome.jpg,"street, commuter, mt helmets, daily, half-helmet",25-01-07 04:46:02
159,Dainese Elite Series Trousers,59000,30,4,8,1,Premium trousers designed for track riders with maximum protection. Engineered for the modern rider.,Abrasion-resistant materials! Adjustable fit system! Waterproof membrane! Easy-care materials,dainese_elite_series_trousers.jpg,"dainese, trousers",25-05-12 02:59:12
160,Motowolf Touring Winter Gloves,9000,33,4,10,3,Budget-friendly gloves with Waterproof design. Built to exceed industry standards.,Abrasion-resistant materials! Breathable panels! Waterproof membrane! Reflective elements,motowolf_touring_winter_gloves.jpg,"gloves, touring, long-distance, comfort, motowolf",25-02-07 15:23:42
161,Bridgestone Standard Series Handle Grips,47500,27,5,21,69,Basic handle grips designed for daily commuters with maximum protection. Where innovation meets performance.,Reduced weight! Long service life! Multi-bike compatibility! Precision manufacturing! Corrosion-resistant finish,bridgestone_standard_series_handle_grips.jpg,"handle-grips, bridgestone",24-12-15 14:35:37
162,O'neal Sport Version Masks,10000,21,4,19,50,Well-crafted masks featuring maximum protection and Anti-Bacterial. Where innovation meets performance.,Abrasion-resistant materials! Adjustable fit system! Ventilation zippers! Packable design! Moisture-wicking lining,oneal_sport_version_masks.jpg,"performance, masks, sport, o'neal, racing",25-01-13 17:29:26
163,Motowolf Performance Gloves,24500,33,4,10,10,Well-crafted gloves featuring reliable operation and Moisture-Wicking. Built to exceed industry standards.,Impact-resistant panels! Moisture-wicking lining! Wind-resistant construction! Easy-care materials! Thermal insulation,motowolf_performance_gloves.jpg,"gloves, motowolf",25-03-12 09:15:55
164,Motowolf Sport Waterproof Boots,36000,33,4,9,3,Advanced boots & shoes incorporating Magnesium and Emergency Release for superior Professional. Trusted by riders worldwide.,Reinforced stress points! Ergonomic design! Ventilation zippers! Packable design,motowolf_sport_waterproof_boots.jpg,"waterproof, weather-protection, performance, sport, boots-&-shoes, racing, motowolf",25-04-17 12:00:21
165,MT Helmets Cross EVO,71000,22,2,5,2,Basic motocross designed for daily commuters with maximum protection. Setting new standards in motorcycle gear.,Impact-resistant shell! Adjustable ventilation! Lightweight construction! Bluetooth compatible! Wind tunnel tested,mt_helmets_cross_evo.jpg,"motocross, mt helmets",25-05-19 15:07:48
166,Bell Aviator Pro,126500,15,2,5,93,Professional-grade motocross featuring Tech-Air and Ergonomic. Setting new standards in motorcycle gear.,Emergency cheek pad removal! Anti-fog visor system! Racing-inspired fit! Pinlock ready! Aerodynamic design! ECE 22.06 approved,bell_aviator_pro.jpg,"bell, motocross",25-02-08 08:42:30
167,Shark Titan MIPS Version,62000,17,2,1,27,Basic full face designed for daily commuters with maximum protection. Where innovation meets performance.,DOT certified construction! Comfortable padding! Lightweight construction! Bluetooth compatible! Advanced composite shell! Anti-scratch coating! ECE 22.06 approved,shark_titan_mips_version.jpg,"technology, shark, safety, full-face, advanced",25-03-07 12:52:36
168,Rynox Classic Collection Trousers,7500,29,4,8,93,Affordable trousers offering essential Professional features. Engineered for the modern rider.,Back protector compatible! Adjustable fit system! Thermal insulation! Quick-dry technology,rynox_classic_collection_trousers.jpg,"rynox, trousers",24-12-29 18:00:19
169,Alpinestars Apex Knox Collection Jacket,109000,7,4,2,4,Entry-level jackets providing reliable Track-Proven. Where innovation meets performance.,Impact-resistant panels! Temperature regulation! Waterproof membrane! Easy-care materials! Adjustable fit system! Back protector compatible! Reinforced stress points,alpinestars_apex_knox_collection_jacket.jpg,"jackets, alpinestars",25-06-14 22:42:36
170,Rynox Sport Kevlar Jacket,80000,29,4,2,39,Quality jackets built with Kevlar for reliable Street-Legal. Built to exceed industry standards.,CE Level 2 armor! Adjustable fit system! Ventilation zippers! Packable design! Ergonomic design! Easy-care materials! Reinforced stress points,rynox_sport_kevlar_jacket.jpg,"jackets, performance, rynox, sport, racing",25-04-26 01:36:19
171,Motowolf Premium Series Goggles,59500,33,4,11,56,Professional-grade goggles featuring Anti-Fog and Breathable. Setting new standards in motorcycle gear.,Abrasion-resistant materials! Ergonomic design! All-weather performance! Multiple pockets,motowolf_premium_series_goggles.jpg,"goggles, motowolf",24-12-17 17:51:07
172,Bridgestone Classic Edition Handle Grips,18000,27,5,21,46,Budget-friendly handle grips with Moisture-Wicking design. Engineered for the modern rider.,Precision engineering! Long service life! OEM replacement! Performance-oriented! Universal fitment,bridgestone_classic_edition_handle_grips.jpg,"handle-grips, bridgestone",24-10-01 20:09:09
173,Rizoma Advanced Collection Handle Grips,40000,23,5,21,89,Well-crafted handle grips featuring enhanced performance and Temperature-Regulated. Where innovation meets performance.,Enhanced power output! Long service life! Easy installation! Quality-tested components! Performance-oriented,rizoma_advanced_collection_handle_grips.jpg,"rizoma, handle-grips",25-05-16 06:52:25
174,Dainese Advanced Version Goggles,16000,30,4,11,84,Well-crafted goggles featuring superior comfort and Moisture-Wicking. Built to exceed industry standards.,Reinforced stress points! Adjustable fit system! Ventilation zippers! Reflective elements! Breathable panels,dainese_advanced_version_goggles.jpg,"dainese, goggles",25-07-05 12:23:53
175,Akrapovic Premium Engine Oil,7000,8,5,15,41,Advanced oils & lubricants incorporating Fiberglass and FIM for superior Competition-Spec. Setting new standards in motorcycle gear.,Optimized flow dynamics! Wear-resistant materials! Easy installation! Precision manufacturing,akrapovic_premium_engine_oil.jpg,"oils-&-lubricants, akrapovic",25-02-23 05:28:25
176,HJC Trail Pro,128000,5,2,5,40,Premium motocross designed for daily commuters with superior comfort. Where innovation meets performance.,Multi-density EPS liner! Adjustable ventilation! Aerodynamic design! Anti-scratch coating! Anti-fog visor system! Pinlock ready! Hypoallergenic liner,hjc_trail_pro.jpg,"motocross, hjc",25-07-10 01:55:27
177,Rynox Street Perforated Gloves,11000,29,4,10,42,Affordable gloves offering essential Competition-Spec features. Built to exceed industry standards.,Back protector compatible! Breathable panels! Ventilation zippers! Quick-dry technology,rynox_street_perforated_gloves.jpg,"street, commuter, gloves, daily, rynox",24-11-28 18:03:49
178,Kadoya Racing Footwear,14500,20,4,9,23,Advanced boots & shoes incorporating ABS and Pinlock for superior Professional. Setting new standards in motorcycle gear.,Back protector compatible! Moisture-wicking lining! Thermal insulation! Easy-care materials,kadoya_racing_footwear.jpg,"performance, sport, kadoya, boots-&-shoes, racing",25-06-10 03:55:05
179,Dainese Adventure Textile Premium Jacket,59000,30,4,2,2,Premium jackets designed for track riders with reliable operation. Setting new standards in motorcycle gear.,Abrasion-resistant materials! Moisture-wicking lining! Ventilation zippers! Multiple pockets! Back protector compatible,dainese_adventure_textile_premium_jacket.jpg,"jackets, long-distance, touring, dainese, comfort",24-08-06 00:27:59
180,Bell Standard Model Modular,43000,15,2,20,43,Affordable modular offering essential Competition-Spec features. Engineered for the modern rider.,ECE 22.06 approved! Hypoallergenic liner! Quick-release visor! Advanced composite shell! Comfortable padding! Emergency cheek pad removal,bell_standard_model_modular.jpg,"bell, modular",24-12-15 16:19:09
181,LS2 Trail Advanced,84000,3,2,5,31,Well-crafted motocross featuring reliable operation and Ventilated. Setting new standards in motorcycle gear.,ECE 22.06 approved! Moisture-wicking interior! Racing-inspired fit! Pinlock ready! Anti-scratch coating,ls2_trail_advanced.jpg,"ls2, motocross",25-02-28 13:30:05
182,Airoh Street Silver,22000,6,2,4,56,Budget-friendly half helmet with Moisture-Wicking design. Setting new standards in motorcycle gear.,Emergency cheek pad removal! Anti-fog visor system! Racing-inspired fit! Pinlock ready! Comfortable padding,airoh_street_silver.jpg,"street, commuter, daily, airoh, half-helmet",24-11-04 09:40:48
183,Axor PISTA Titan Track,17000,4,2,1,3,Budget-friendly full face with Waterproof design. Where innovation meets performance.,Emergency cheek pad removal! Anti-fog visor system! Quick-release visor! UV protection! Anti-scratch coating,axor_pista_titan_track.jpg,"performance, sport, full-face, axor, racing",24-09-15 19:51:40
